Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,pH_Level,Temperature_C,Rainfall_mm,Recommended_Fertilizer
215.42,34.47,99.77,8.54,24.7,117.2,Gypsum & DAP
98.75,68.86,440.05,4.65,30.6,1424.3,Lime & Urea
122.46,72.97,294.91,7.03,39.1,916.7,Urea (High N)
322.45,42.98,67.58,8.05,30.0,647.1,MOP (High K)
122.58,49.56,259.01,5.6,23.9,162.4,Urea (High N)
260.07,58.11,417.85,6.86,41.5,607.4,Standard Balanced NPK
333.62,67.46,376.79,6.33,16.7,105.0,Standard Balanced NPK
92.75,14.11,269.95,5.38,38.9,554.1,Lime & Urea
276.92,65.76,437.02,7.27,38.5,1432.0,Standard Balanced NPK
152.63,41.1,104.16,8.97,22.6,316.0,Gypsum & DAP
435.17,38.8,459.47,6.14,20.9,863.6,Standard Balanced NPK
243.42,36.79,430.9,6.99,41.2,361.3,Standard Balanced NPK
372.4,43.19,368.72,5.98,31.8,1196.7,Standard Balanced NPK
270.09,75.88,418.05,8.45,16.4,887.4,Standard Balanced NPK
67.37,46.12,294.72,8.39,41.7,383.1,Urea (High N)
303.26,76.49,353.82,5.3,25.5,1312.7,Lime & Urea
430.56,18.52,302.27,8.55,25.3,1197.6,Gypsum & DAP
290.64,59.31,209.94,5.18,34.3,1431.8,Lime & Urea
377.68,65.92,305.99,4.93,34.8,100.9,Lime & Urea
403.68,55.93,165.86,7.44,25.6,740.0,Standard Balanced NPK
141.23,50.52,248.13,6.24,19.3,1499.8,Urea (High N)
134.82,47.36,176.35,6.89,31.6,1235.7,Standard Balanced NPK
294.39,69.57,105.3,7.44,33.8,1263.8,MOP (High K)
214.41,66.62,194.84,4.74,40.8,969.6,Lime & Urea
385.94,14.17,433.39,5.82,29.5,1098.1,DAP (High P)
410.01,68.64,221.49,6.57,34.4,1227.5,Standard Balanced NPK
191.37,36.06,386.6,5.7,16.6,229.2,Standard Balanced NPK
144.75,24.03,128.84,4.72,41.8,1069.6,Lime & Urea
362.21,70.23,240.99,4.89,24.8,1241.6,Lime & Urea
159.92,37.4,101.69,8.11,34.0,157.2,Standard Balanced NPK
379.05,65.63,112.38,8.6,42.5,515.9,Gypsum & DAP
219.5,24.76,327.85,5.19,39.3,553.6,Lime & Urea
317.02,5.29,323.37,5.62,34.1,1296.4,DAP (High P)
88.21,42.16,146.02,7.44,36.1,1192.5,Standard Balanced NPK
299.54,12.52,263.49,8.79,42.6,1019.0,Gypsum & DAP
230.71,61.58,438.49,5.85,39.4,1226.6,Standard Balanced NPK
284.64,25.71,128.39,8.35,33.3,734.8,Standard Balanced NPK
117.21,38.27,58.64,6.78,34.8,1324.8,Standard Balanced NPK
344.75,11.53,343.4,8.8,19.4,427.9,Gypsum & DAP
395.12,26.5,74.07,5.11,29.1,1086.4,Lime & Urea
136.7,63.61,490.97,8.88,24.0,438.5,Gypsum & DAP
88.29,16.37,324.33,6.48,28.0,155.8,Standard Balanced NPK
59.46,53.54,261.68,8.79,34.9,497.8,Gypsum & DAP
306.79,73.81,243.5,6.56,19.5,790.1,Standard Balanced NPK
292.84,55.99,307.88,6.89,15.5,1280.8,Standard Balanced NPK
268.68,65.83,90.78,8.12,26.9,812.4,MOP (High K)
142.78,13.17,468.51,7.75,24.7,350.8,Standard Balanced NPK
206.36,23.8,331.54,7.29,27.6,1489.9,Standard Balanced NPK
287.79,72.09,132.79,6.38,42.9,478.1,MOP (High K)
248.71,58.63,303.16,8.07,36.2,1479.4,Standard Balanced NPK
445.11,52.97,109.97,8.77,24.8,1410.9,Gypsum & DAP
104.58,54.78,57.9,4.54,20.4,859.4,Lime & Urea
328.06,36.07,333.73,7.15,33.6,228.7,Standard Balanced NPK
211.73,8.34,341.82,8.4,34.7,1073.6,DAP (High P)
221.28,63.83,312.66,7.44,29.5,1284.0,Standard Balanced NPK
337.04,55.9,132.57,8.1,21.4,723.4,MOP (High K)
326.97,40.46,321.54,8.53,15.9,434.7,Gypsum & DAP
446.5,72.48,75.43,7.88,23.0,1224.0,MOP (High K)
101.36,30.21,324.16,7.73,28.7,863.1,Urea (High N)
91.64,27.07,299.31,8.84,38.6,376.7,Gypsum & DAP
339.74,70.46,344.86,8.39,40.6,1429.4,Standard Balanced NPK
281.35,64.77,452.96,8.17,27.4,1427.3,Standard Balanced NPK
159.66,43.62,432.66,4.89,38.9,613.9,Lime & Urea
81.77,14.81,491.29,5.58,44.8,189.6,Standard Balanced NPK
84.26,21.13,489.31,7.01,36.5,983.1,Standard Balanced NPK
407.68,54.22,397.54,7.69,36.9,544.1,Standard Balanced NPK
126.75,33.88,480.39,5.86,42.3,192.9,Urea (High N)
179.35,67.74,440.28,4.92,25.1,1348.5,Lime & Urea
140.66,76.25,377.41,5.9,15.3,1497.4,Urea (High N)
192.0,65.42,83.92,7.97,44.6,590.6,Standard Balanced NPK
77.77,33.32,72.07,8.45,29.7,1142.6,Standard Balanced NPK
257.62,64.15,426.92,8.61,38.6,192.1,Gypsum & DAP
77.05,31.36,270.35,6.2,39.4,617.6,Urea (High N)
370.14,17.53,416.57,6.18,26.9,252.3,DAP (High P)
143.48,7.5,190.81,6.33,31.2,177.5,Standard Balanced NPK
266.0,33.93,228.94,6.19,31.2,924.3,Standard Balanced NPK
402.03,72.77,365.08,7.5,21.6,1222.8,Standard Balanced NPK
310.35,22.92,461.9,6.11,18.5,734.2,Standard Balanced NPK
263.18,20.49,89.49,4.59,31.3,833.9,Lime & Urea
179.73,77.74,437.67,6.48,18.6,479.0,Standard Balanced NPK
183.2,6.88,406.86,5.51,25.4,1130.9,Standard Balanced NPK
317.79,63.93,191.99,4.63,20.6,605.5,Lime & Urea
447.66,29.1,209.85,6.62,36.2,194.5,Standard Balanced NPK
314.74,7.81,70.91,5.43,41.2,331.7,Lime & Urea
273.11,73.84,57.08,6.54,32.3,279.9,MOP (High K)
342.26,15.47,264.65,5.75,27.3,710.2,DAP (High P)
236.08,46.38,92.99,7.22,44.9,191.3,MOP (High K)
74.06,25.55,137.3,8.96,15.6,1229.1,Gypsum & DAP
274.92,9.89,431.05,6.96,24.1,1371.2,DAP (High P)
433.05,8.74,306.96,7.41,23.4,447.8,DAP (High P)
120.12,13.67,335.13,8.64,25.7,779.7,Gypsum & DAP
326.0,10.35,134.37,6.18,21.9,826.7,Standard Balanced NPK
130.37,62.04,422.9,5.25,22.9,1479.0,Lime & Urea
264.33,41.42,440.59,5.77,22.7,191.9,Standard Balanced NPK
88.67,30.72,285.5,6.31,30.2,1035.0,Urea (High N)
230.15,36.38,460.65,7.4,26.7,584.1,Standard Balanced NPK
352.47,74.67,430.17,4.52,34.2,802.5,Lime & Urea
189.03,73.31,379.1,8.34,30.4,403.8,Standard Balanced NPK
315.96,58.68,380.33,4.84,20.5,324.3,Lime & Urea
368.18,71.35,97.43,8.55,39.3,441.0,Gypsum & DAP
420.87,28.97,171.88,8.77,29.2,199.8,Gypsum & DAP
143.86,33.58,80.08,8.96,19.6,489.3,Gypsum & DAP
209.73,51.03,53.91,8.14,20.0,1066.5,MOP (High K)
110.97,51.77,121.24,5.14,38.9,1012.1,Lime & Urea
446.99,41.13,446.22,7.68,36.1,876.3,Standard Balanced NPK
420.8,35.05,157.94,5.41,30.2,100.5,Lime & Urea
265.98,78.96,486.57,8.54,24.2,276.1,Gypsum & DAP
386.81,66.58,318.78,5.92,28.8,1280.0,Standard Balanced NPK
258.38,37.62,156.77,5.97,34.1,480.4,Standard Balanced NPK
299.43,59.55,273.71,8.63,41.4,1377.1,Gypsum & DAP
85.65,25.22,148.59,4.56,31.7,1324.4,Lime & Urea
352.11,12.51,492.79,5.37,23.3,316.9,Lime & Urea
101.09,31.43,431.27,6.4,16.3,1357.4,Urea (High N)
380.43,35.22,61.81,7.65,20.3,979.0,MOP (High K)
362.81,6.24,476.5,7.41,34.5,982.4,DAP (High P)
333.5,66.11,374.48,7.51,19.8,1293.8,Standard Balanced NPK
64.46,31.94,87.07,8.46,29.4,667.1,Standard Balanced NPK
171.25,48.53,351.79,5.04,36.0,1129.4,Lime & Urea
155.25,10.55,341.12,6.85,24.2,1034.9,Standard Balanced NPK
194.05,18.12,148.45,7.76,35.1,1180.1,Standard Balanced NPK
85.06,71.73,391.3,7.36,32.4,1024.3,Urea (High N)
424.78,50.65,89.18,6.52,28.2,212.1,MOP (High K)
271.52,76.27,270.25,4.58,41.9,509.8,Lime & Urea
172.21,79.91,54.47,4.77,35.8,1415.9,Lime & Urea
208.79,32.89,485.93,5.04,25.8,412.8,Lime & Urea
228.88,27.41,388.2,6.04,39.1,761.2,Standard Balanced NPK
290.24,69.38,121.48,5.03,37.1,599.7,Lime & Urea
256.27,79.9,203.75,6.42,38.8,220.8,Standard Balanced NPK
417.76,52.22,122.25,5.3,34.2,353.7,Lime & Urea
248.79,64.64,394.98,8.01,26.4,501.3,Standard Balanced NPK
446.86,63.63,76.5,8.42,25.5,748.6,MOP (High K)
390.57,31.65,428.18,6.25,34.6,1324.3,Standard Balanced NPK
133.4,48.07,473.99,6.8,18.9,821.9,Urea (High N)
422.24,67.48,354.48,8.79,39.6,1012.7,Gypsum & DAP
96.55,56.61,145.83,6.91,26.1,696.3,Standard Balanced NPK
376.98,6.59,212.04,8.98,33.9,1318.1,Gypsum & DAP
202.25,30.25,264.76,5.14,30.0,1027.7,Lime & Urea
401.19,15.84,322.08,8.38,30.6,226.9,DAP (High P)
397.22,22.47,350.9,6.74,37.1,768.5,Standard Balanced NPK
372.37,72.91,299.4,4.6,33.8,1258.1,Lime & Urea
366.01,7.77,208.09,8.88,22.5,1127.1,Gypsum & DAP
171.87,21.49,450.91,8.84,17.2,1367.4,Gypsum & DAP
82.37,28.22,86.63,6.22,40.2,418.7,Standard Balanced NPK
211.19,51.27,259.82,8.79,41.5,1468.0,Gypsum & DAP
119.41,45.06,399.0,5.13,19.9,499.1,Lime & Urea
327.98,21.37,77.39,7.56,24.3,170.3,Standard Balanced NPK
188.44,17.32,367.4,5.36,23.5,793.9,Lime & Urea
440.24,22.76,418.87,5.61,43.1,254.5,Standard Balanced NPK
306.39,42.69,347.37,8.01,21.1,1053.8,Standard Balanced NPK
378.99,25.34,55.82,6.2,20.0,1360.8,Standard Balanced NPK
103.01,76.07,131.06,4.53,20.5,1389.9,Lime & Urea
394.81,39.79,203.95,6.36,36.9,949.9,Standard Balanced NPK
419.1,9.41,155.16,5.53,41.6,849.4,Standard Balanced NPK
244.82,59.69,483.19,7.57,26.8,1491.6,Standard Balanced NPK
292.5,29.66,343.22,5.38,19.1,911.2,Lime & Urea
355.92,54.01,183.64,8.29,32.6,1398.4,Standard Balanced NPK
119.94,25.97,468.36,5.7,21.3,1383.2,Standard Balanced NPK
251.03,47.81,383.27,6.27,16.9,505.3,Standard Balanced NPK
209.47,62.91,178.07,5.84,41.6,119.3,Standard Balanced NPK
108.55,74.6,220.5,7.4,41.1,714.8,Urea (High N)
197.01,24.58,139.74,4.96,44.3,1305.9,Lime & Urea
77.27,30.11,486.98,6.65,29.2,1270.6,Urea (High N)
60.32,39.82,282.78,6.01,23.8,945.1,Urea (High N)
104.07,74.54,453.23,8.48,38.1,319.3,Urea (High N)
435.25,72.6,205.92,4.83,20.4,250.6,Lime & Urea
269.81,11.74,437.38,8.23,22.3,1436.6,DAP (High P)
436.33,14.89,74.25,5.25,22.7,690.0,Lime & Urea
223.0,42.16,491.94,4.9,43.5,1007.4,Lime & Urea
174.73,13.0,460.42,5.41,36.9,1368.2,Lime & Urea
252.46,30.92,213.44,4.96,19.0,1317.9,Lime & Urea
225.8,16.13,398.62,6.84,17.8,893.7,DAP (High P)
92.27,52.7,388.52,8.95,40.3,783.1,Gypsum & DAP
306.33,76.21,455.56,4.65,39.1,1129.4,Lime & Urea
136.42,79.76,188.26,6.58,35.1,589.5,Standard Balanced NPK
297.84,33.14,259.48,6.24,20.9,975.5,Standard Balanced NPK
310.08,49.93,439.25,6.03,29.4,132.4,Standard Balanced NPK
110.81,69.22,400.36,5.99,33.1,1254.0,Urea (High N)
74.54,13.81,227.06,8.53,43.0,1497.2,Gypsum & DAP
362.3,56.72,430.58,4.59,20.1,1436.6,Lime & Urea
233.92,35.66,71.13,7.99,30.5,603.9,MOP (High K)
73.27,20.46,401.92,5.64,19.7,843.5,Standard Balanced NPK
447.95,35.21,143.04,6.22,28.3,430.7,MOP (High K)
73.11,10.7,178.75,6.39,21.0,524.2,Standard Balanced NPK
328.01,57.16,271.95,5.87,40.1,740.3,Standard Balanced NPK
443.47,23.96,252.38,4.92,22.6,1145.9,Lime & Urea
145.67,28.36,284.26,5.01,27.5,125.0,Lime & Urea
106.9,14.08,295.15,5.84,27.2,651.3,Standard Balanced NPK
98.55,69.85,199.19,8.2,41.0,879.1,Standard Balanced NPK
171.31,42.01,128.85,5.11,37.7,401.3,Lime & Urea
90.42,47.91,395.82,7.84,16.7,209.9,Urea (High N)
326.86,47.71,229.99,5.8,17.0,855.4,Standard Balanced NPK
74.92,35.79,277.63,8.48,31.5,992.9,Urea (High N)
253.77,19.44,340.11,6.43,27.8,997.4,DAP (High P)
448.68,60.88,459.34,5.27,23.3,599.2,Lime & Urea
375.59,14.53,368.4,8.94,38.8,432.3,Gypsum & DAP
296.09,12.79,70.46,5.29,18.9,408.5,Lime & Urea
172.5,58.26,427.35,7.05,44.2,156.7,Standard Balanced NPK
299.56,20.66,495.21,7.06,15.7,358.6,Standard Balanced NPK
260.82,28.01,262.62,6.18,18.5,1246.0,Standard Balanced NPK
220.43,40.64,486.32,8.78,24.3,104.3,Gypsum & DAP
102.28,38.7,296.3,8.3,30.3,161.4,Urea (High N)
404.64,58.14,256.83,8.23,21.5,277.8,Standard Balanced NPK
229.91,51.76,199.13,8.88,37.1,688.3,Gypsum & DAP
127.85,53.33,345.9,6.56,25.7,567.2,Urea (High N)
197.1,58.55,153.42,4.94,16.2,349.0,Lime & Urea
215.65,26.95,97.22,7.94,41.3,255.3,Standard Balanced NPK
381.02,29.17,62.26,6.21,43.3,1414.4,Standard Balanced NPK
343.45,37.85,181.57,5.36,33.6,1375.8,Lime & Urea
357.72,28.06,228.1,6.67,39.2,1180.7,Standard Balanced NPK
54.41,78.87,298.43,8.67,18.6,452.8,Gypsum & DAP
216.46,66.05,181.74,5.27,23.1,553.2,Lime & Urea
242.54,17.35,492.83,8.32,24.8,1032.2,DAP (High P)
57.68,5.42,181.29,6.38,43.8,508.4,Standard Balanced NPK
153.93,8.21,248.44,5.12,30.4,842.9,Lime & Urea
354.12,23.3,96.47,8.32,15.2,1011.8,Standard Balanced NPK
104.84,13.57,167.28,8.86,26.4,826.9,Gypsum & DAP
264.12,45.0,71.75,5.81,15.2,678.6,MOP (High K)
136.08,69.35,301.78,5.87,22.1,587.1,Urea (High N)
54.85,60.26,387.98,6.26,28.6,1188.8,Urea (High N)
146.48,21.17,138.07,8.16,24.7,1134.6,Standard Balanced NPK
440.35,34.95,215.56,4.55,16.0,1074.7,Lime & Urea
370.61,43.09,57.48,5.51,18.5,624.5,MOP (High K)
433.83,65.77,427.78,7.68,31.5,1186.0,Standard Balanced NPK
245.14,67.93,400.98,6.33,35.9,1440.8,Standard Balanced NPK
93.89,73.23,78.46,5.99,27.1,1064.6,Standard Balanced NPK
269.18,43.19,214.19,8.43,36.9,671.1,Standard Balanced NPK
231.75,57.07,479.88,8.63,19.9,1215.1,Gypsum & DAP
387.74,13.39,226.41,8.77,18.7,953.0,Gypsum & DAP
89.23,47.4,286.79,5.73,40.2,1328.7,Urea (High N)
245.3,23.65,209.86,8.61,25.2,1098.5,Gypsum & DAP
110.02,37.38,318.26,7.82,28.0,1177.9,Urea (High N)
179.87,52.55,490.17,5.19,43.4,1034.4,Lime & Urea
344.94,24.27,498.88,7.25,27.7,228.8,Standard Balanced NPK
240.41,8.91,398.62,4.62,15.1,779.2,Lime & Urea
200.36,5.77,231.94,7.69,43.1,179.1,DAP (High P)
207.79,6.66,272.49,7.8,15.4,726.6,DAP (High P)
233.78,5.63,210.53,8.05,34.9,1103.0,DAP (High P)
364.01,13.28,493.51,5.28,24.7,689.8,Lime & Urea
406.83,22.96,368.49,7.33,29.1,102.3,Standard Balanced NPK
432.13,21.59,252.02,5.3,31.4,617.0,Lime & Urea
364.76,79.01,55.45,8.76,27.3,194.9,Gypsum & DAP
176.16,27.95,284.22,7.54,38.2,1192.8,Standard Balanced NPK
325.25,14.56,492.77,4.93,42.9,1197.3,Lime & Urea
225.04,45.92,285.38,5.34,17.6,1228.9,Lime & Urea
151.87,69.35,132.09,7.49,39.0,142.5,Standard Balanced NPK
386.35,55.85,59.94,6.65,18.9,145.2,MOP (High K)
65.37,27.21,209.62,7.81,17.4,1364.8,Standard Balanced NPK
410.7,47.12,463.2,5.76,43.7,273.2,Standard Balanced NPK
234.59,58.61,498.45,7.46,29.7,1038.1,Standard Balanced NPK
304.88,59.61,475.42,5.3,19.6,1213.6,Lime & Urea
313.74,54.99,378.24,6.95,32.1,727.0,Standard Balanced NPK
408.05,70.31,301.16,8.81,22.9,865.1,Gypsum & DAP
304.67,70.26,315.81,7.33,28.9,418.3,Standard Balanced NPK
295.57,48.42,292.55,4.72,33.7,1393.0,Lime & Urea
76.66,37.24,368.17,8.95,41.1,522.5,Gypsum & DAP
257.36,53.12,238.49,5.21,15.1,404.9,Lime & Urea
110.07,66.37,351.14,7.73,21.4,835.6,Urea (High N)
344.97,5.42,104.73,6.9,17.9,366.7,Standard Balanced NPK
254.89,79.4,169.56,5.82,17.9,1061.4,Standard Balanced NPK
322.09,18.72,426.2,5.3,43.4,821.2,Lime & Urea
66.67,40.27,456.69,5.3,43.1,306.9,Lime & Urea
83.92,70.4,292.55,8.36,37.5,194.1,Urea (High N)
336.53,21.88,64.24,8.43,34.3,291.7,Standard Balanced NPK
78.83,40.76,467.14,6.59,40.4,291.3,Urea (High N)
78.5,14.94,365.93,4.97,16.8,538.0,Lime & Urea
54.84,34.63,236.31,8.48,18.6,1266.6,Urea (High N)
432.6,18.29,319.27,6.69,24.5,180.2,DAP (High P)
345.0,32.27,243.4,6.47,40.0,279.3,Standard Balanced NPK
191.3,33.01,259.4,6.33,29.2,524.1,Standard Balanced NPK
168.61,79.49,449.06,6.14,30.1,874.7,Standard Balanced NPK
189.88,79.61,122.49,6.87,21.9,1168.0,Standard Balanced NPK
359.86,13.61,96.65,7.22,34.5,1389.7,Standard Balanced NPK
314.55,59.45,51.23,6.6,41.6,676.9,MOP (High K)
124.08,8.88,191.3,8.53,24.9,248.2,Gypsum & DAP
119.64,7.26,116.34,5.93,33.6,398.9,Complex NPK (19:19:19)
89.36,12.9,148.99,7.1,25.0,502.1,Complex NPK (19:19:19)
314.12,77.41,55.06,5.85,38.8,1200.5,MOP (High K)
355.75,75.56,152.24,7.89,29.2,1061.3,Standard Balanced NPK
156.02,19.54,199.72,4.96,25.2,392.6,Lime & Urea
58.38,17.13,64.21,5.35,27.6,1274.2,Lime & Urea
82.87,23.04,323.56,8.11,17.7,1302.8,Standard Balanced NPK
437.14,43.67,305.96,5.32,41.0,1335.4,Lime & Urea
168.18,47.73,93.67,7.32,43.7,485.0,Standard Balanced NPK
357.69,21.62,317.75,8.87,29.3,287.2,Gypsum & DAP
299.87,61.75,499.39,6.85,21.6,245.5,Standard Balanced NPK
202.78,28.22,475.01,5.34,34.9,660.1,Lime & Urea
132.27,74.16,51.2,5.94,28.6,701.1,Standard Balanced NPK
98.55,54.25,407.92,8.21,22.6,1315.5,Urea (High N)
296.01,37.73,209.12,6.08,16.2,474.9,Standard Balanced NPK
359.85,64.24,78.64,7.76,41.7,977.6,MOP (High K)
307.56,66.34,183.19,8.0,38.9,1203.5,Standard Balanced NPK
262.12,26.79,194.78,6.76,39.9,476.8,Standard Balanced NPK
66.78,30.48,285.46,8.02,28.2,474.0,Urea (High N)
437.4,75.2,347.49,5.93,37.6,1036.8,Standard Balanced NPK
369.49,17.36,387.08,6.82,32.4,1116.6,DAP (High P)
167.13,8.16,160.66,7.59,26.2,1443.7,Standard Balanced NPK
441.99,39.05,194.8,5.26,40.3,1289.9,Lime & Urea
290.75,65.09,188.77,5.73,45.0,1250.9,Standard Balanced NPK
282.97,62.88,213.23,7.43,42.0,1069.2,Standard Balanced NPK
349.23,73.96,499.85,7.45,38.3,265.9,Standard Balanced NPK
374.71,44.99,400.07,6.72,37.4,1232.9,Standard Balanced NPK
312.59,12.5,488.75,8.08,34.5,1409.5,DAP (High P)
101.24,49.15,361.9,6.67,40.6,647.0,Urea (High N)
185.31,63.38,232.82,8.47,29.8,539.1,Standard Balanced NPK
421.23,12.0,225.38,7.81,20.5,831.5,DAP (High P)
139.85,17.95,269.86,5.92,38.0,1439.0,Standard Balanced NPK
198.87,5.92,237.59,6.28,42.6,171.2,Standard Balanced NPK
222.83,49.52,422.75,7.5,25.2,1092.4,Standard Balanced NPK
225.76,71.51,259.25,8.53,38.5,1240.5,Gypsum & DAP
295.18,55.3,183.03,5.3,23.2,1204.2,Lime & Urea
427.23,78.65,398.69,6.82,43.3,893.5,Standard Balanced NPK
146.28,9.73,434.49,5.03,35.5,1388.8,Lime & Urea
98.6,72.73,239.19,5.76,32.1,288.3,Urea (High N)
128.99,66.06,350.51,7.59,38.4,443.2,Urea (High N)
404.77,28.57,76.46,4.85,39.4,529.7,Lime & Urea
308.32,78.01,288.26,7.48,41.8,112.1,Standard Balanced NPK
164.36,26.6,70.24,8.55,42.0,618.9,Gypsum & DAP
376.38,71.7,63.14,8.86,16.6,324.9,Gypsum & DAP
394.55,71.06,325.82,5.47,18.7,1114.5,Lime & Urea
388.61,61.82,186.5,7.87,39.8,680.9,Standard Balanced NPK
417.57,47.26,384.14,8.67,43.4,1086.2,Gypsum & DAP
150.9,14.0,453.24,4.91,24.2,511.1,Lime & Urea
352.02,44.9,112.73,6.36,15.3,284.7,MOP (High K)
234.22,31.76,376.04,8.64,24.7,284.8,Gypsum & DAP
386.8,64.42,281.53,5.41,26.5,384.6,Lime & Urea
341.4,61.86,100.45,8.7,37.8,261.3,Gypsum & DAP
360.58,73.3,343.22,6.87,16.4,408.8,Standard Balanced NPK
312.46,6.11,324.26,4.95,21.4,910.6,Lime & Urea
120.97,65.68,282.04,6.52,41.8,458.9,Urea (High N)
268.01,75.38,466.91,5.97,19.6,580.1,Standard Balanced NPK
443.87,64.2,284.49,5.77,37.8,173.8,Standard Balanced NPK
424.96,14.76,495.73,6.94,25.8,1349.1,DAP (High P)
67.27,11.1,279.15,6.68,34.9,293.4,Standard Balanced NPK
115.93,6.56,102.13,6.67,17.2,588.1,Complex NPK (19:19:19)
102.69,52.16,261.71,4.9,23.6,631.3,Lime & Urea
340.39,52.23,132.05,8.11,27.7,1181.0,MOP (High K)
377.11,79.02,318.71,6.67,40.7,777.0,Standard Balanced NPK
135.4,34.85,361.91,8.19,31.9,636.1,Urea (High N)
252.34,29.89,260.8,8.21,16.4,1074.2,Standard Balanced NPK
386.28,51.83,93.97,5.93,39.1,935.8,MOP (High K)
343.12,66.92,260.89,4.52,16.6,209.4,Lime & Urea
266.89,75.26,86.65,8.6,43.0,537.8,Gypsum & DAP
286.14,65.23,356.96,7.92,21.4,1470.1,Standard Balanced NPK
253.34,37.0,405.67,4.98,29.6,776.7,Lime & Urea
169.02,52.62,483.07,7.66,17.2,693.9,Standard Balanced NPK
276.01,69.22,116.96,4.59,31.9,309.9,Lime & Urea
325.55,41.8,289.59,4.62,29.9,1274.7,Lime & Urea
399.33,21.25,305.39,6.87,27.3,286.6,Standard Balanced NPK
304.52,17.73,465.11,4.93,16.1,247.1,Lime & Urea
354.45,5.01,332.27,8.84,41.4,714.6,Gypsum & DAP
114.03,58.87,115.48,8.52,39.1,711.3,Gypsum & DAP
234.62,13.33,246.36,7.42,34.0,1474.1,DAP (High P)
53.73,23.29,344.64,4.79,32.2,278.5,Lime & Urea
148.67,27.34,365.13,5.96,35.8,777.4,Standard Balanced NPK
340.58,47.03,438.38,6.17,19.3,381.7,Standard Balanced NPK
446.72,34.85,131.23,6.66,43.0,1082.5,MOP (High K)
89.67,55.6,478.19,5.26,23.5,648.4,Lime & Urea
210.6,9.17,76.61,7.1,34.7,1007.9,Standard Balanced NPK
370.03,14.3,492.69,6.46,33.2,573.8,DAP (High P)
131.61,42.44,436.0,8.76,34.1,890.4,Gypsum & DAP
272.03,30.27,347.12,8.71,41.4,756.8,Gypsum & DAP
343.23,27.19,380.75,7.04,23.9,624.1,Standard Balanced NPK
296.39,10.03,82.71,7.4,37.5,852.5,Standard Balanced NPK
125.21,72.18,68.67,5.12,33.0,637.3,Lime & Urea
192.15,56.89,95.79,5.5,17.3,1228.4,Standard Balanced NPK
363.52,14.12,89.31,8.55,27.4,793.3,Gypsum & DAP
271.69,9.88,296.32,7.65,40.1,1364.4,DAP (High P)
52.09,78.12,146.95,5.35,24.5,411.9,Lime & Urea
354.4,56.09,437.09,7.07,29.5,257.0,Standard Balanced NPK
64.12,36.31,250.59,8.71,29.7,633.4,Gypsum & DAP
348.29,57.63,362.98,6.05,33.5,357.1,Standard Balanced NPK
130.99,61.72,343.79,5.34,41.5,650.4,Lime & Urea
433.23,63.5,193.93,8.74,20.2,390.4,Gypsum & DAP
197.18,40.84,159.43,6.58,30.1,1315.5,Standard Balanced NPK
180.77,37.24,204.11,6.38,27.7,895.1,Standard Balanced NPK
109.56,5.83,408.5,5.7,23.9,796.6,Standard Balanced NPK
172.24,74.49,313.82,8.51,42.6,1202.8,Gypsum & DAP
400.66,50.25,164.09,8.31,15.2,282.5,Standard Balanced NPK
448.53,20.24,418.03,6.31,18.7,1299.8,Standard Balanced NPK
197.32,73.97,74.64,4.64,37.0,776.6,Lime & Urea
229.44,73.62,364.63,6.51,22.9,291.0,Standard Balanced NPK
338.83,79.19,247.6,5.31,36.7,1247.2,Lime & Urea
404.48,70.55,379.08,5.14,40.0,745.1,Lime & Urea
287.22,79.83,467.36,6.27,22.6,946.4,Standard Balanced NPK
206.61,23.35,387.52,4.95,20.8,1351.1,Lime & Urea
215.05,68.17,248.88,8.81,19.4,1347.0,Gypsum & DAP
328.25,66.73,117.94,4.71,21.0,1349.9,Lime & Urea
51.29,22.32,412.86,6.31,23.0,683.7,Standard Balanced NPK
297.84,12.38,257.32,5.23,41.1,1149.4,Lime & Urea
192.2,78.46,83.89,7.6,38.1,426.6,Standard Balanced NPK
367.68,27.2,373.57,4.85,15.1,1263.6,Lime & Urea
87.2,70.32,181.33,6.96,41.2,578.4,Standard Balanced NPK
285.28,5.31,72.0,7.98,17.4,749.5,Standard Balanced NPK
242.39,6.58,456.24,8.78,34.7,1347.9,Gypsum & DAP
306.93,39.94,267.4,7.64,19.5,1228.0,Standard Balanced NPK
75.94,22.9,176.43,4.95,16.9,1433.5,Lime & Urea
281.99,56.74,372.37,4.9,37.8,608.9,Lime & Urea
274.59,47.42,448.66,7.79,29.0,311.5,Standard Balanced NPK
274.26,10.81,50.14,5.47,33.0,1374.6,Lime & Urea
291.4,17.2,359.53,6.51,27.8,790.4,DAP (High P)
320.59,34.1,395.16,8.89,17.0,1345.2,Gypsum & DAP
372.0,18.92,144.47,8.19,37.2,1124.9,Standard Balanced NPK
157.93,64.42,270.33,8.31,39.6,1324.7,Standard Balanced NPK
380.02,36.21,90.18,8.37,16.2,1016.6,MOP (High K)
249.3,12.01,386.04,7.29,26.3,1237.3,DAP (High P)
80.82,41.33,431.36,7.85,31.7,268.5,Urea (High N)
73.42,11.81,98.68,6.12,33.2,1455.6,Complex NPK (19:19:19)
183.7,14.67,417.41,8.99,32.3,353.4,Gypsum & DAP
363.96,22.97,397.21,5.76,35.8,134.3,Standard Balanced NPK
333.07,69.46,206.11,7.16,44.0,843.1,Standard Balanced NPK
